,Positions,,,,,,,,,,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,9%,4%,4%,4%,4%,4%,4%,5%,
,Quarter return,-9.36%,11%,1.01,-12.86%,-12.87%,-11.55%,-9.23%,-8.90%,-8.58%,-15.00%,-10.73%,-15.00%,-15.00%,-2.17%,-15.00%,-15.00%,-8.09%,-15.00%,-15.00%,-15.00%,-15.00%,-15.00%,-15.00%,-15.00%,-15.00%,3.56%,-15.00%,9.28%,32.14%,-15.00%,-15.00%,-15.00%,-15.00%,,-13.74%,
2009 Q2,Stocks,,,,,,,,,,"TED.L","CMG.TO","BMS.L","WIRE","KLR.L","PETS","OSPN","SLP","EBAY","MTL.TO","EVS.BR","FFIV","TPR","MNST","GPN","CMTL","STN.TO","CHRW","ZD","ADBE","EXPD","TRMB","MGLN","ORCL",,"US S&P 500 - Total Return",
,Positions,,,,,,,,,,6%,6%,3%,4%,4%,5%,3%,3%,4%,4%,5%,5%,3%,5%,5%,3%,4%,4%,4%,3%,4%,3%,7%,5%,
,Quarter return,24.97%,24%,0.93,35.04%,27.50%,22.81%,25.48%,23.20%,26.36%,13.75%,61.62%,50.14%,0.07%,13.99%,-8.74%,27.57%,63.44%,38.70%,45.19%,49.00%,65.92%,63.60%,-15.00%,13.64%,31.46%,23.79%,16.26%,4.59%,35.21%,20.17%,30.26%,-15.00%,19.93%,,15.92%,
2009 Q3,Stocks,,,,,,,,,,"TED.L","CMG.TO","BMS.L","WIRE","OSPN","SLP","EBAY","MTL.TO","EVS.BR","FFIV","TPR","GPN","CMTL","STN.TO","CHRW","ZD","ADBE","EXPD","TRMB","ORCL","KLR.L","MNST","SFR.L","MGLN",,"US S&P 500 - Total Return",
,Positions,,,,,,,,,,7%,4%,3%,4%,3%,3%,4%,3%,4%,4%,3%,6%,4%,5%,5%,4%,4%,4%,3%,6%,5%,4%,3%,5%,
,Quarter return,11.98%,14%,0.95,17.67%,11.55%,10.52%,13.32%,10.81%,14.09%,10.14%,2.69%,20.33%,3.73%,1.37%,2.61%,37.21%,30.81%,42.76%,13.75%,21.43%,23.70%,4.96%,-4.25%,10.18%,2.45%,16.42%,5.01%,20.76%,-3.65%,30.76%,17.87%,-7.50%,-5.62%,,15.58%,
2009 Q4,Stocks,,,,,,,,,,"TED.L","CMG.TO","BMS.L","WIRE","SLP","EBAY","MTL.TO","EVS.BR","FFIV","TPR","GPN","CMTL","CHRW","ZD","ADBE","EXPD","TRMB","KLR.L","MNST","OSPN","SFR.L","OTEX.TO","STN.TO","MGLN",,"US S&P 500 - Total Return",
,Positions,,,,,,,,,,5%,4%,2%,4%,2%,4%,4%,4%,4%,4%,6%,5%,6%,4%,4%,4%,4%,4%,3%,3%,4%,5%,4%,7%,
,Quarter return,5.33%,13%,0.94,6.62%,2.77%,4.41%,6.12%,6.94%,4.53%,17.03%,-2.97%,8.99%,-5.62%,-15.00%,-0.04%,8.74%,-15.00%,33.70%,11.82%,14.74%,5.38%,2.28%,-15.00%,12.61%,-0.11%,6.46%,-15.00%,4.77%,-15.00%,-3.83%,6.83%,13.35%,30.75%,,7.76%,
2010 Q1,Stocks,,,,,,,,,,"TED.L","BMS.L","EBAY","MTL.TO","FFIV","TPR","GPN","CMTL","CHRW","ADBE","EXPD","TRMB","MNST","OTEX.TO","STN.TO","MGLN","WIRE","BETS-B.ST","OSPN","MOZN.SW","ADEN.SW","EVS.BR","TSCO","CMG.TO",,"US S&P 500 - Total Return",
,Positions,,,,,,,,,,2%,3%,4%,4%,3%,3%,5%,3%,5%,4%,4%,5%,5%,5%,5%,4%,4%,4%,2%,10%,3%,3%,3%,6%,
,Quarter return,5.78%,11%,0.88,1.72%,5.48%,5.75%,3.79%,5.35%,7.23%,4.66%,9.04%,13.69%,-1.37%,15.52%,7.18%,-15.00%,-15.00%,-5.28%,-3.49%,5.49%,14.06%,12.21%,13.31%,-15.00%,5.59%,-2.09%,13.89%,29.72%,19.18%,4.74%,-5.93%,9.12%,14.24%,,3.80%,
2010 Q2,Stocks,,,,,,,,,,"TED.L","EBAY","MTL.TO","FFIV","TPR","ADBE","EXPD","TRMB","MNST","OTEX.TO","MGLN","WIRE","BETS-B.ST","OSPN","MOZN.SW","ADEN.SW","TSCO","CMG.TO","BMS.L","HPS-A.TO","6594.T","SCHN.SW","QCOM","MTY.TO",,"US S&P 500 - Total Return",
,Positions,,,,,,,,,,2%,3%,5%,3%,4%,4%,5%,4%,6%,4%,5%,4%,4%,2%,6%,5%,4%,5%,3%,4%,5%,6%,3%,4%,
,Quarter return,-6.97%,10%,0.88,-9.72%,-7.79%,-7.98%,-7.99%,-6.71%,-6.41%,4.44%,-15.00%,-15.00%,11.15%,-8.28%,-15.00%,-6.55%,-2.61%,-15.00%,-15.00%,-15.00%,-12.77%,-15.00%,-15.00%,0.35%,-15.00%,4.67%,-3.84%,16.99%,-6.68%,-15.00%,-0.66%,-15.00%,13.86%,,-11.50%,
2010 Q3,Stocks,,,,,,,,,,"TED.L","FFIV","MOZN.SW","BMS.L","MTY.TO","DECK","BETS-B.ST","BB.TO","HPS-A.TO","6594.T","SCHN.SW","QCOM","NVEC","MTL.TO","APH","RKT.L","TSCO","IDR.MC","OTEX.TO","UNS.TO","TJX","4689.T","PETS","BEAN.SW",,"US S&P 500 - Total Return",
,Positions,,,,,,,,,,4%,3%,6%,3%,4%,3%,3%,3%,5%,4%,4%,5%,3%,4%,4%,5%,3%,5%,5%,6%,5%,4%,3%,5%,
,Quarter return,10.90%,15%,0.79,12.25%,9.81%,8.93%,10.50%,11.27%,9.45%,7.47%,51.53%,13.54%,-3.57%,15.09%,4.79%,9.58%,-2.81%,-6.36%,2.14%,18.47%,38.14%,-0.92%,1.15%,25.34%,12.76%,30.25%,8.79%,23.63%,-2.52%,6.72%,-15.00%,-0.93%,27.31%,,11.42%,
2010 Q4,Stocks,,,,,,,,,,"TED.L","FFIV","MOZN.SW","MTY.TO","DECK","SCHN.SW","QCOM","MTL.TO","APH","RKT.L","TSCO","IDR.MC","OTEX.TO","UNS.TO","TJX","PETS","BEAN.SW","CALM","BETS-B.ST","BB.TO","HPS-A.TO","6594.T","NVEC","CMTL",,"US S&P 500 - Total Return",
,Positions,,,,,,,,,,5%,3%,7%,4%,3%,5%,4%,6%,4%,6%,5%,6%,3%,5%,5%,4%,5%,3%,3%,3%,5%,4%,4%,1%,
,Quarter return,9.22%,15%,0.78,11.48%,9.15%,8.31%,10.48%,9.30%,9.90%,13.55%,24.17%,2.74%,18.23%,57.15%,6.84%,9.11%,17.73%,6.65%,1.10%,21.53%,-7.59%,-5.18%,1.25%,-1.05%,-15.00%,6.85%,9.76%,22.56%,16.12%,-0.82%,11.53%,33.96%,0.24%,,10.72%,
2011 Q1,Stocks,,,,,,,,,,"TED.L","FFIV","MOZN.SW","MTY.TO","DECK","SCHN.SW","QCOM","MTL.TO","APH","RKT.L","TSCO","OTEX.TO","UNS.TO","TJX","BEAN.SW","CALM","BETS-B.ST","BB.TO","HPS-A.TO","6594.T","NVEC","CMTL","ADUX.PA","ALFA.ST",,"US S&P 500 - Total Return",
,Positions,,,,,,,,,,4%,2%,8%,3%,2%,5%,5%,5%,4%,5%,4%,4%,5%,6%,5%,4%,4%,3%,5%,4%,3%,3%,3%,4%,
,Quarter return,5.77%,12%,0.85,7.53%,4.30%,6.46%,6.26%,6.13%,4.29%,3.05%,-15.00%,6.07%,-0.96%,7.05%,-2.19%,10.26%,26.88%,2.19%,-8.38%,22.13%,28.58%,-3.19%,11.90%,20.16%,-6.25%,18.76%,-7.24%,20.57%,-15.00%,-3.77%,-2.02%,0.85%,-3.01%,,5.84%,
2011 Q2,Stocks,,,,,,,,,,"TED.L","MOZN.SW","DECK","SCHN.SW","QCOM","MTL.TO","APH","TSCO","OTEX.TO","TJX","BEAN.SW","BETS-B.ST","HPS-A.TO","NVEC","ALFA.ST","CALM","BB.TO","SYNA","ATE.PA","STRA","SFR.L","JD.L","CVS","MTY.TO",,"US S&P 500 - Total Return",
,Positions,,,,,,,,,,3%,7%,3%,4%,4%,4%,6%,4%,4%,5%,5%,4%,4%,4%,5%,5%,3%,3%,6%,2%,2%,3%,6%,5%,
,Quarter return,0.14%,9%,0.83,0.02%,-0.11%,0.56%,1.66%,0.01%,-0.36%,20.50%,-15.00%,3.24%,-7.98%,3.45%,-4.11%,-1.05%,11.58%,2.30%,5.51%,-8.77%,8.05%,-15.00%,3.14%,-0.42%,8.72%,-15.00%,-4.98%,3.60%,-2.89%,-15.00%,4.73%,9.98%,5.34%,,0.10%,
2011 Q3,Stocks,,,,,,,,,,"TED.L","DECK","QCOM","TSCO","OTEX.TO","TJX","BETS-B.ST","NVEC","ALFA.ST","CALM","ATE.PA","JD.L","CVS","MTY.TO","BB.TO","SYNA","HPS-A.TO","STRA","PETS","CLH","TEMN.SW","CHD","DKS","9983.T",,"US S&P 500 - Total Return",
,Positions,,,,,,,,,,3%,3%,5%,4%,5%,6%,3%,4%,4%,6%,6%,3%,7%,5%,2%,4%,3%,2%,4%,4%,4%,5%,4%,4%,
,Quarter return,-9.04%,8%,0.78,-9.48%,-11.12%,-8.47%,-7.92%,-9.09%,-8.64%,-15.00%,-15.00%,-15.00%,-15.00%,-15.00%,5.95%,-15.00%,3.62%,-15.00%,-1.25%,-15.00%,-12.63%,-15.00%,-15.00%,-15.00%,-7.40%,-15.00%,-15.00%,-15.00%,-0.70%,-15.00%,9.06%,-15.00%,7.48%,,-13.88%,
2011 Q4,Stocks,,,,,,,,,,"TJX","NVEC","CALM","CHD","9983.T","BB.TO","STRA","HPS-A.TO","BETS-B.ST","ATE.PA","SYNA","TEMN.SW","SIP.BR","PETS","JD.L","CVS","ADUX.PA","URBN","MTY.TO","CLH","SEB","DKS","OSPN","ALFA.ST",,"US S&P 500 - Total Return",
,Positions,,,,,,,,,,5%,5%,6%,6%,6%,2%,3%,6%,4%,3%,4%,2%,5%,4%,4%,6%,3%,4%,8%,3%,3%,3%,2%,4%,
,Quarter return,10.11%,14%,0.87,9.25%,11.25%,12.75%,9.17%,10.75%,8.59%,17.20%,-7.37%,17.44%,4.63%,0.48%,-15.00%,28.76%,2.98%,17.90%,-7.92%,27.38%,25.20%,-0.16%,17.83%,-15.00%,21.96%,-15.00%,24.14%,4.73%,25.58%,16.07%,10.88%,28.35%,21.16%,,11.84%,
2012 Q1,Stocks,,,,,,,,,,"TJX","CALM","CHD","9983.T","STRA","BETS-B.ST","SYNA","TEMN.SW","PETS","CVS","URBN","MTY.TO","CLH","SEB","DKS","ALFA.ST","BB.TO","ATGE","AAPL","HPS-A.TO","JD.L","9831.T","ADUX.PA","ADEA",,"US S&P 500 - Total Return",
,Positions,,,,,,,,,,7%,5%,9%,5%,3%,5%,3%,2%,4%,6%,4%,6%,4%,2%,4%,4%,2%,3%,5%,3%,3%,5%,2%,2%,
,Quarter return,13.76%,14%,0.83,14.14%,11.42%,14.50%,14.69%,14.17%,13.82%,22.18%,4.19%,7.30%,35.04%,-4.14%,27.12%,18.23%,7.05%,20.53%,8.78%,3.89%,10.23%,4.16%,-6.29%,28.44%,4.87%,-2.53%,-13.40%,46.45%,21.59%,27.48%,-0.97%,19.08%,0.82%,,12.59%,
2012 Q2,Stocks,,,,,,,,,,"TJX","CALM","CHD","9983.T","BETS-B.ST","SYNA","TEMN.SW","PETS","CVS","URBN","MTY.TO","CLH","DKS","ALFA.ST","AAPL","HPS-A.TO","JD.L","ADUX.PA","ADEA","ACSO.L","BB.TO","ATGE","CMI.V","9831.T",,"US S&P 500 - Total Return",
,Positions,,,,,,,,,,8%,5%,7%,5%,4%,4%,2%,4%,8%,2%,7%,4%,4%,4%,5%,2%,3%,2%,2%,4%,2%,4%,2%,4%,
,Quarter return,-4.36%,9%,0.84,-0.36%,-8.12%,-5.07%,-4.10%,-3.79%,-4.05%,8.39%,2.66%,12.61%,-15.00%,5.10%,-15.00%,-15.00%,-2.84%,6.01%,-5.68%,-0.15%,-15.00%,0.07%,-15.00%,-2.96%,-6.63%,-15.00%,-15.00%,-15.00%,-7.91%,-15.00%,-15.00%,-15.00%,-15.00%,,-2.74%,
2012 Q3,Stocks,,,,,,,,,,"TJX","CALM","CHD","BETS-B.ST","PETS","CVS","MTY.TO","DKS","AAPL","ACSO.L","CMI.V","ATGE","BB.TO","SYNA","CMI","AEP.L","MLAB","JW-A","GOOGL","UTI","ZD","AFG.OL","BECN","CLAS-B.ST",,"US S&P 500 - Total Return",
,Positions,,,,,,,,,,4%,6%,8%,3%,2%,6%,4%,4%,3%,5%,2%,4%,2%,3%,3%,4%,5%,6%,5%,4%,6%,4%,3%,4%,
,Quarter return,3.22%,13%,0.79,2.80%,1.13%,3.90%,3.80%,3.45%,2.33%,4.25%,14.81%,-2.13%,-15.00%,-15.00%,3.53%,12.51%,7.76%,14.09%,-0.33%,19.81%,-15.00%,-15.00%,-15.00%,-4.84%,-0.45%,4.99%,-5.00%,29.68%,-15.00%,23.96%,11.85%,12.13%,-10.37%,,6.35%,
2012 Q4,Stocks,,,,,,,,,,"TJX","CALM","CVS","MTY.TO","DKS","AAPL","AEP.L","MLAB","GOOGL","ZD","AFG.OL","BECN","ACSO.L","CMI.V","BB.TO","CMI","JW-A","9843.T","UTI","ATGE","CLAS-B.ST","ORCL","2353.T","RKT.L",,"US S&P 500 - Total Return",
,Positions,,,,,,,,,,6%,4%,5%,5%,4%,5%,2%,7%,6%,4%,6%,3%,6%,2%,1%,3%,5%,4%,3%,1%,4%,5%,4%,6%,
,Quarter return,0.91%,17%,0.78,-2.84%,-0.08%,1.27%,0.62%,3.48%,-0.63%,-5.15%,-9.94%,-0.07%,17.96%,-12.31%,-15.00%,-15.00%,3.62%,-6.81%,-6.89%,-2.99%,15.60%,28.86%,5.56%,57.33%,17.03%,-15.00%,-15.00%,-15.00%,3.89%,1.38%,5.24%,8.51%,8.69%,,-0.39%,
2013 Q1,Stocks,,,,,,,,,,"CVS","MTY.TO","MLAB","GOOGL","ZD","BECN","ACSO.L","BB.TO","CMI","ATGE","ORCL","2353.T","RKT.L","CMI.V","AAPL","SAL.L","3349.T","AEP.L","9843.T","HLF","HURN","DLB","AFG.OL","ERM.L",,"US S&P 500 - Total Return",
,Positions,,,,,,,,,,9%,7%,4%,4%,5%,3%,4%,1%,4%,2%,6%,8%,8%,2%,3%,2%,4%,3%,4%,2%,4%,3%,5%,5%,
,Quarter return,20.79%,19%,0.76,24.42%,18.12%,24.21%,21.67%,20.42%,16.11%,12.51%,21.19%,4.75%,10.39%,27.33%,13.54%,57.45%,24.20%,4.18%,31.67%,-4.96%,75.06%,21.54%,33.90%,-15.00%,32.51%,42.77%,10.23%,14.10%,11.55%,16.84%,11.98%,6.23%,10.91%,,10.61%,
2013 Q2,Stocks,,,,,,,,,,"CVS","MTY.TO","MLAB","GOOGL","ZD","BECN","ACSO.L","BB.TO","CMI","ATGE","2353.T","RKT.L","CMI.V","SAL.L","3349.T","AEP.L","9843.T","HURN","DLB","AFG.OL","ERM.L","AAPL","BKNG","USNA",,"US S&P 500 - Total Return",
,Positions,,,,,,,,,,7%,5%,6%,5%,3%,5%,3%,1%,5%,3%,2%,6%,2%,2%,3%,4%,5%,4%,6%,6%,5%,3%,5%,2%,
,Quarter return,3.01%,17%,0.76,-1.22%,0.36%,2.84%,1.65%,3.92%,3.50%,4.74%,-15.00%,1.81%,10.74%,8.83%,-1.94%,-15.00%,-15.00%,-6.04%,-2.06%,-2.23%,-1.66%,46.88%,-15.00%,-15.00%,-2.91%,10.35%,14.60%,-0.33%,2.58%,5.85%,-10.12%,19.97%,49.45%,,3.13%,
2013 Q3,Stocks,,,,,,,,,,"CVS","MLAB","GOOGL","ZD","ATGE","2353.T","RKT.L","CMI.V","9843.T","HURN","DLB","AFG.OL","ERM.L","BKNG","USNA","AAPL","SAL.L","WAVE.PA","4708.T","CTSH","ACSO.L","BETS-B.ST","HPS-A.TO","ORCL",,"US S&P 500 - Total Return",
,Positions,,,,,,,,,,6%,6%,6%,5%,2%,3%,7%,2%,3%,5%,5%,4%,6%,5%,4%,5%,2%,4%,2%,4%,3%,4%,4%,5%,
,Quarter return,11.27%,13%,0.72,9.58%,10.61%,9.65%,9.65%,11.90%,13.29%,-1.40%,25.62%,-1.19%,16.34%,-1.46%,2.98%,-3.25%,56.54%,11.39%,14.00%,2.59%,16.07%,12.85%,21.51%,19.33%,18.56%,15.93%,14.98%,-6.26%,29.53%,7.57%,12.13%,-4.97%,7.58%,,5.08%,
2013 Q4,Stocks,,,,,,,,,,"MLAB","ZD","2353.T","CMI.V","9843.T","HURN","DLB","AFG.OL","ERM.L","BKNG","USNA","AAPL","SAL.L","WAVE.PA","CTSH","ACSO.L","BETS-B.ST","ORCL","WDC","4708.T","HPS-A.TO","FIE.DE","ATVI","COLR.BR",,"US S&P 500 - Total Return",
,Positions,,,,,,,,,,4%,4%,3%,2%,4%,3%,6%,6%,3%,5%,3%,4%,4%,5%,5%,3%,6%,6%,3%,4%,3%,6%,3%,6%,
,Quarter return,10.36%,13%,0.67,7.80%,9.79%,9.85%,9.07%,11.42%,12.37%,14.95%,1.21%,4.31%,-15.00%,12.28%,18.49%,11.64%,-3.80%,17.81%,15.32%,-15.00%,17.40%,17.60%,28.95%,23.48%,21.41%,7.43%,15.42%,32.00%,-0.22%,-15.00%,9.20%,7.16%,-0.35%,,10.32%,
2014 Q1,Stocks,,,,,,,,,,"MLAB","2353.T","9843.T","HURN","DLB","ERM.L","BKNG","AAPL","SAL.L","WAVE.PA","CTSH","ACSO.L","BETS-B.ST","ORCL","WDC","FIE.DE","ATVI","PHO.TO","3769.T","RR.L","HPS-A.TO","USNA","ZD","BKE",,"US S&P 500 - Total Return",
,Positions,,,,,,,,,,3%,5%,6%,4%,6%,4%,4%,5%,4%,3%,5%,3%,5%,5%,4%,10%,4%,1%,2%,6%,3%,2%,2%,4%,
,Quarter return,5.25%,13%,0.76,4.62%,4.89%,4.10%,5.95%,5.10%,5.83%,15.15%,34.69%,-15.00%,1.33%,18.49%,-13.18%,2.75%,-2.90%,1.47%,20.69%,0.95%,-5.13%,15.45%,8.48%,9.98%,15.01%,14.39%,20.75%,5.17%,-15.00%,18.52%,-15.00%,1.23%,-15.00%,,2.03%,
2014 Q2,Stocks,,,,,,,,,,"MLAB","2353.T","HURN","DLB","BKNG","AAPL","SAL.L","WAVE.PA","CTSH","ACSO.L","BETS-B.ST","ORCL","WDC","FIE.DE","ATVI","PHO.TO","HPS-A.TO","ZD","USIO","NUS","RR.L","USNA","3769.T","DSG.L",,"US S&P 500 - Total Return",
,Positions,,,,,,,,,,4%,2%,4%,7%,5%,5%,6%,4%,5%,3%,4%,7%,6%,7%,4%,3%,5%,5%,2%,2%,3%,2%,2%,5%,
,Quarter return,0.98%,14%,0.77,-0.09%,-0.87%,1.38%,0.57%,0.86%,2.92%,-15.00%,10.45%,11.49%,-0.74%,-0.02%,21.50%,-15.00%,12.48%,-3.68%,-15.00%,-1.91%,-1.06%,0.08%,8.47%,9.33%,48.44%,4.18%,2.22%,-15.00%,-10.67%,-1.37%,3.32%,-15.00%,-15.00%,,5.27%,
2014 Q3,Stocks,,,,,,,,,,"2353.T","HURN","DLB","AAPL","WAVE.PA","BETS-B.ST","ORCL","WDC","FIE.DE","ATVI","PHO.TO","HPS-A.TO","ZD","RR.L","USNA","USIO","SAL.L","NUS","3769.T","VERU","DSG.L","LQDT","CMI.V","FUR.AS",,"US S&P 500 - Total Return",
,Positions,,,,,,,,,,4%,4%,5%,6%,6%,5%,7%,5%,7%,5%,2%,5%,4%,4%,3%,2%,2%,3%,2%,5%,5%,2%,3%,5%,
,Quarter return,-3.59%,12%,0.76,-2.35%,-4.39%,-4.32%,-2.56%,-3.68%,-3.93%,2.89%,-13.99%,-1.20%,8.17%,-8.19%,10.83%,-5.09%,4.82%,-7.89%,-6.93%,9.47%,-12.69%,-2.91%,-9.67%,-15.00%,22.77%,-15.00%,-15.00%,31.55%,-15.00%,5.92%,-15.00%,-1.38%,-15.00%,,0.97%,
2014 Q4,Stocks,,,,,,,,,,"2353.T","AAPL","BETS-B.ST","WDC","PHO.TO","USIO","3769.T","CMI.V","SAL.L","NUS","RR.L","VERU","USNA","FUR.AS","LQDT","DSG.L","ZD","ORCL","KRMD","GGG","QCOM","MLAB","FLIR","COLR.BR",,"US S&P 500 - Total Return",
,Positions,,,,,,,,,,4%,5%,4%,6%,2%,1%,2%,3%,3%,2%,7%,2%,3%,2%,3%,4%,6%,7%,1%,8%,5%,3%,6%,9%,
,Quarter return,7.55%,18%,0.82,1.29%,6.14%,4.13%,7.08%,9.44%,8.00%,0.41%,10.14%,7.43%,15.08%,-15.00%,34.62%,-15.00%,-15.00%,2.24%,-1.39%,-15.00%,13.86%,39.07%,-15.00%,-15.00%,-1.51%,26.18%,17.55%,49.19%,10.18%,-0.01%,33.54%,3.88%,10.66%,,5.16%,
2015 Q1,Stocks,,,,,,,,,,"2353.T","AAPL","BETS-B.ST","WDC","USIO","USNA","ZD","ORCL","KRMD","GGG","QCOM","MLAB","FLIR","COLR.BR","SAL.L","NUS","RR.L","CLFD","2764.T","SYS1.L","VMW","DSG.L","4839.T","CMI.V",,"US S&P 500 - Total Return",
,Positions,,,,,,,,,,4%,6%,5%,4%,2%,2%,5%,4%,2%,5%,4%,3%,5%,5%,4%,2%,3%,2%,5%,6%,4%,9%,4%,3%,
,Quarter return,8.91%,31%,0.76,8.07%,7.21%,14.43%,6.62%,11.51%,9.48%,42.32%,12.11%,18.32%,-15.00%,129%,8.37%,5.63%,-3.89%,-15.00%,-10.02%,-15.00%,-6.94%,-3.33%,5.87%,33.72%,38.26%,9.56%,20.19%,-1.71%,1.17%,-0.71%,5.19%,53.28%,-15.00%,,0.76%,
2015 Q2,Stocks,,,,,,,,,,"2353.T","AAPL","BETS-B.ST","USIO","USNA","ZD","ORCL","COLR.BR","SAL.L","NUS","RR.L","CLFD","2764.T","SYS1.L","DSG.L","4839.T","3765.T","PTEC.L","VMW","WDC","CPSI","AAD.DE","MSFT","2791.T",,"US S&P 500 - Total Return",
,Positions,,,,,,,,,,2%,4%,5%,1%,3%,4%,5%,7%,1%,2%,5%,3%,8%,13%,4%,4%,4%,4%,4%,4%,3%,4%,4%,3%,
,Quarter return,5.05%,12%,0.72,1.78%,3.04%,5.32%,6.79%,4.89%,4.90%,2.07%,0.85%,11.63%,-15.00%,23.38%,3.84%,-5.98%,-0.49%,26.85%,-15.00%,-7.28%,7.43%,30.54%,9.00%,5.92%,-2.44%,0.79%,6.10%,4.69%,-12.95%,-0.37%,9.51%,9.40%,-4.26%,,0.49%,
2015 Q3,Stocks,,,,,,,,,,"2353.T","BETS-B.ST","USNA","ZD","SAL.L","CLFD","2764.T","SYS1.L","DSG.L","4839.T","3765.T","PTEC.L","VMW","CPSI","AAD.DE","2791.T","PHO.TO","4975.T","AAPL","ORCL","GGG","WDC","WAVE.PA","RWS.L",,"US S&P 500 - Total Return",
,Positions,,,,,,,,,,3%,3%,2%,5%,2%,2%,3%,12%,5%,3%,3%,5%,4%,5%,3%,4%,2%,4%,5%,5%,8%,4%,6%,2%,
,Quarter return,-7.17%,10%,0.76,-7.71%,-7.92%,-5.54%,-7.85%,-7.89%,-7.13%,-15.00%,17.48%,-2.18%,4.00%,1.90%,-15.00%,-15.00%,-14.74%,-15.00%,-15.00%,-15.00%,1.04%,-8.85%,-15.00%,-1.06%,-15.00%,-15.00%,-15.00%,-15.00%,-10.76%,-6.08%,0.89%,13.66%,12.46%,,-6.65%,
2015 Q4,Stocks,,,,,,,,,,"BETS-B.ST","ZD","SAL.L","WAVE.PA","RWS.L","3765.T","PHO.TO","CLFD","4975.T","AAPL","3835.T","GGG","DSG.L","VMW","MTY.TO","EL","CPSI","SNBR","USNA","RR.L","LEHN.SW","ORCL","AAD.DE","SYS1.L",,"US S&P 500 - Total Return",
